comment,mbti_type
cannot wait year new beginning new challenge time get even action getting comfort zone want wink,INFP
dont think ive ever understood infp ever favourite infp suddenly stopped wanting hug,INFP
here advice keep giving lately take risk go beyond comfort zone maybe advice useful others even feel like youre going enter foreign area life bravetake risk heart seek light growthyou know,INFP
need fruit veggie diet ill buy family gift juicer recommendation,INFP
feel tiiiiiiiiiired cant sleeeeeep oh word thats right someone sing lullaby weird got random desire someone whisper something french ear would lovely,INFP
thriller bengal kitten internationally se region best bengal kitten thriller winningest bengal kitten history breed,INFP
im soo angry put file onto harddrive stick thingy shortcut failed went upload im mad walked whole hour get uploaded grrrangryangry,INFP
make bad day worse spend wishing impossible,INFP
randomly stumbled upon site basically people uploading picture real time map move geographic location strangely amusing,INFP
first girl saw hotwin,INFP
disappointed skipping class afraid give presentation grade suffer knew grade class going drop moment allowed fear win much would accept failing grade class rather suck get show dont understand people freely find struggle im kinda sad sad,INFP
ive done thing im sorry sad,INFP
believe loving encouraging dream friend believe hope found simplest vision believe kindness unspoken believe eye see soul first judging believe beauty sense self mirror believe speaking mind kind firm heart believe standing need even mean conflict burst side believe simple thing like croissant egg sandwich ice cream romantic fantasy inspirational quote enough bring meaning life know power,INFP
time learn arm hand stand new goal day read year,INFP
one really doesnt care whatsoever weather forecast exception going big outdoor event case ill check day ahead usually tell weather looking window leave umbrella jacket car though rarely use either one hurry store badcold weather wanted something outside rain doesnt permit dont later isnt like change get upset dont think conversation boring one weather griping somehow seems like talk absolutely nothing else say enjoy weather regardless move,INFP
id agree didnt work outside frustrating,INFP
took good look cruxclaires avatar ahahahahahaha crazy,INFP
avatar picture influence content posting,INFP
lolso funny way came across meaningful quote love beautiful inspirational quote seriously shape see world,INFP
chaos disorder mixed serendipity joy final battle death death epic,INFP
feel self empowered writing today,INFP
remember people try put life dull shit take make feel good source,INFP
know youre tired dream trying get sleep th hour rl sleep shocked,INFP
cant wait watch two indie flick tonight everybody go bed,INFP
good chance wont know em indie flick,INFP
freaking read mind hahaha thought time real thing living go growing period regardless arent measured old measured make sense lol,INFP
purest love heals worst scar,INFP
ti season jolly fa la la la la la la la la,INFP
recently seen lass look rather like molly ringwald thinking thusly made think molly ringwald dance breakfast club time tonight ive attempted replicated dance ive failed miserably really bug cant get right angry whatever im think look like freaking leprechaun snoopy dance something dry,INFP
end always go back people beginning dawson creek think even year come still remember best friend stood storm always remember best friend texted half hour father passed away always remember best friend cooked couldnt eat bad break always remember best friend gave social protection whenever presence neari always remember best friend loved enough read spam rant filled text message plus morning hehe carry small feeling blessed heart hard find friend like think know theyve changed theyre like extended family forever cherish even part way im glad could choose friend hope even life change forever spirit even leave comfort zone find new friend want forever appreciate appreciation enough ive thinking lot life want ive past couple month nowadays im paradox sadness happiness im sad feel like life didnt go according plan thus many broken hole heart felt beaten unappreciated broken witnessed betrayal lie someone loved many year life feel resentful let control people past many control issue bitter past memory haunt leaving alone wish crawl dark hole im also happy time im happy ive feeling life purpose nobody ever take feeling away im happy someone always wink im happy im ironically becoming much dreamer love vision love depending love time im alone plus feeling completely alone wish someone idealistically morally inspirational someday term precious discus want make mark im supposed make world least level know worthy feel envision worthy hope someday reach place ill able say finally ideal triumph past ideal finally feel certain im meant universe,INFP
ive thinking jane eyre life like infp met ideal match enfj ended istj want marry end got enfj lived happily ever,INFP
time new avatar profile song pick beyond need new makeover front,INFP
saw today im really excited fun tv show watch laughing,INFP
cannot tell excited many friend hearing despite fact im new fan still watching th doctor definitely plan watching soon possible state laughing,INFP
want glass blower,INFP
phew im coming mind still racing bit im analysie reading thread like mumble thread lad current sm thread got really happy imperfection folk board mean pretty beautiful imperfection sort give fella quiet sweet kindly smile roud wonderful lot people yall true true roud edit im also thinking ever load folk board went met offline id show early cuz prime spot lurking one another corner room would fill really really fast mellow,INFP
quote kind reflect feel love general commentary see love something powerful something know understand even level cannot comprehended simple natural language technical analysis love pure beautiful though also roller coaster search ride love someone time see boundary although journey might way many obstacle love moving force move regardless whether face turn away see space distance radiates core heart entire being love even change ideal make travel notoftentraveled path dream inspired love even turn people meant together eventually find way,INFP
dont want anymore dont want fiddle arcgis dont want sit work statistic dont want compete people atrocious candidate know talk talk order get job dont want watch dismay someone passion helping child learn get teaching job theyre disgustingly lack lustre provide ease paycheck want anymore leave ill nothing job qualification nothing track record flake cant stressing ill happy anything im competitive enough driven enough greed want aggressive want learn sake learning older get harder get change course frightens frightens dont want ive never wanted option open time dont want fail dont want continue z,INFP
im sorry hear frustrated job arcgis knowing use generally applied across multitude job really explored job opportunity mean cant sit around continually get upset realize getting older without something eventually get continually harder time go isnt best time possibly stop hating job major portion life understand dont know full situation people responsible also disservice letting mental state deteriorate like work contractor drawing map spreadsheet work oil gas industry texas actually map work photoshop rather arcgis arcgis preferable generally wider choice job better pay benefit get hired inhouse company prefer contractor though think anyway year relatively easy job nice office im transferring another team majority time get work home may inspiring thing world live away home week turned blessing disguise still get unleash creativity perfection mapmaking process pretty easy day allow chase thing want life like starting business contractor give lot freedom though number drawback well dont know proficient enough arcgis really work like figured id throw show different option isnt texas either drilling u team actually working project utah remotely houston im suggesting go oil gas industry certainly industry interested people know program either way cant hurt look job listing requirement think thing would get worse didnt act least start researching way change situation dont worry reality research see choice would take change thing maybe see isnt hard brain trying convince happy,INFP
gosh golly gee whiz get onto computer today check internet find officially announced released teaser next mass effect theyve also done next elderscrolls game yee skyrim isnt location im excited really wish theyd one black marsh oh fiddlestick havent played game ive forgotten khajitland called deserty place desertvania think hey least interesting bloody capital dry,INFP
ah im prone bout selfdoubt insecurity knack letting internet without mentioning positive xd,INFP
super brave saw someone thought seemed really nice last week shy talk tweeted suspect infp though know thing something lose interest age well seems hasnt twitter since october hey might see message reply right anyway nothing ventured nothing gained wish luck,INFP
look back wasteland lamentation fragrance hope glittered dont disappear want feel warmth even transient dream,INFP
focussed could finish drawing hour hour half focus find internet maybe click aimlessly forum youtube find,INFP
time reach really desire would accomplished influential idealistic inspirational mark ive always wanted,INFP
wheeeeee meeeeeee bonus bonus x,INFP
see rain see bubble come go puddle think maybe like bubble rain kinda sad peace beauty,INFP
tree leaf blade greenlike grass world,INFP
im taking trip memory lanemy friend love tongue,INFP
think many female friend every time go im usually one naturally people assume dating essentially cock block number girl give come hither eye see friend walk close murmur something grrr recruiting guy friend,INFP
many guy friend enough female friend real life plus cant even count number time people thought crushing guy friend dry,INFP
cough cough whats im cock block short anyway crazy may cock block there time youve definitely twat swatter angry,INFP
try overcome doubt believe beautiful look someone el green eye believe someone find kiss skin feel blister heat believe something bigger problem saved written max bemis amazing,INFP
boy general icky girl general awesome boy sex boy cool boy sex girl meh boy never sex awww poor baby girl sex boy thats damn shame girl sex girl double awesome girl never sex awww poor babygirl,INFP
rereading poem month ago brings back memory also reminded skill poetry,INFP
like ive read far,INFP
like stare small fish pond start pity gold fish whose life area limited narrow rock wall unlike free fish endless sealakeriver think poor little gold fish wouldnt survive let go somewhere free,INFP
ex m girl immature best message could give know one okay girl year he known never looked took picture way connected hope he using rebound smirk never cared much ex girl one actually,INFP
absolutely despise damn typo damn hell editing spree,INFP
friend posted photo online like wtf said sprained ankle st dec ive pain since ive decided brave go massage handsome man magical hand punctured ankle sucked blood oo friend insane people,INFP
reason love time year singing song really loudly obnoxiously everyone see,INFP
blargh lame installing world warcraft havent played game age heard there le class restriction easier leveling new starter area must see sold account awhile back snagged promo week back basic wow wotlk time self impose limit,INFP
hah kinda bad youre getting cataclysm mean youll miss playing worgen goblin interesting opening absolutely love art direction gilneas surrounding area worgen opening take place whole world changed due cataclysm even without buying expansion youll get experience new quest general change result cataclysmtime finally progressing original two continent death knight opening interesting stuff particularly youll get see new phasing technique surprised hell realized thing game actually making permanent change,INFP
feel like ive pulled muscle unfortunate place place done anything strenuous quite time weird,INFP
quote thank year making experienced istj analyst lmfao lol lol lol lol,INFP
hate smell girl vag shes completely dressed obviously sort sweet fragrance smell shes clothed yeesh part suspect infp woman high level anxiety may create described,INFP
inspiration give warning gabriel garcia marquez believe second chance said clarifying believe said however many might need get right along ride,INFP
friend tongue made thank personalitycafe thread,INFP
ya debated dropping money cata heavy old school player original wow always felt uninterested endgame content since tbc started usually end world pvp basic instance bgs end cata might necessarily worth dropping buck ill see far end lvling toon decide need totally tempted shelling buck worgen though there new death knight opening news always thought original great p server,INFP
understand frankly havent done instance long time basically play whole game solo tongue disappointing miss end many quest chain though sad er wait new death knight opening thought hadnt played lich king opening death knight youve seen already sorry suspect opening narration probably changed slightly opening areasquests draenai blood elf opening narration actually changed otherwise race new content horde dark iron ally wildhammer didnt realize shortly ago two server choose incidentally named two major dwarf clan im even dwarf dry,INFP
blargh hate dwarf every game anyways look like ill buying cata first time figure good pvp server also great debate faction go admittedly im leaning towards alliance played horde lot past thinking worgen rogue main gnome priest x hunter,INFP
welllll didnt say hate dwarf tongue im em haha caved already crazy choose one going make worgen rogue natural worgen especially since leatherworking natural rogue worgen bonus skinning plus mean kinda obvious however must also point since youre interested hunter worgen start mastiff pet roud fairly neatcute cough course suppose could start another race trek gilneas get one way know,INFP
know put word mouth wink ya friend caved listen rambling great thing play bejeweled facebook something pick choosing prefer dedicate one side rather swapping around probably smarter dont like idea toon sitting oh yea real rogue seem like theyve getting short end stick awhile seem kind scarce last saw theyre played really bad gamers there always room standout gilneas meh doesnt sound like hardcore server ill glance though ill bug bnet id later anyways nerding much feel like need compensate either buying incredibly expensive car talking dirty sex story ill think something,INFP
find interesting guy really like girl personality probably interest shes little bit le intelligent insane perfection know sound bitter may slightly tongue true pattern noticed hrm,INFP
im somewhat guilty pattern desire date someone strong moral end virginalinnocent girl bent lady something like housewife desire date someone doesnt conform end someone suffers severe anxietydepression probably many psychological disorder desire date someone intelligent end someone social skill intense obsession future career actually smart initially thought preference femininity end straight girl somewhat closeted girl,INFP
sings dont dont tell dont tell say dont dont try change way dont dont tie cause id never stay oh dont tell say dont tell let im young love young im free love free live life way want say whatever please thats ask crazy,INFP
ive fooling around attractive tall slim intp red head decade junior past week went knowing brief move argentina good le week ive really grown fond miss physically mentally made realize although ive always known get along great intps male female possibly great romantic match love pairing logic laid back attitude sweating little detail much feel calm relaxed centered around would search another intp science convention star trek meetups world warcraft ughh better route worldly balanced intp,INFP
life go bed wait everyone naturally awake oh danng really cant sleep im going able sleep tommorow eitheroh well,INFP
hold fast dream without life broken winged bird cannot fly langston hughes go confidently direction dream live life youve imagined henry david thoreau life centered around vision dream,INFP
im bored made anagram thread title tongue master east hindu god thor ooh deformed hand strung data fad death transend sodom,INFP
testing sweet iphone app track sleeping pattern place phone mattress detect movement throughout night set alarm wake particular timeframe ie phone determine optimal time wake also slowly rather freaking like standard alarm,INFP
became theme song first breakup bitch jealous bitch possessive gotta learn laughing,INFP
love way ice break little crack trail make square around foot crunching feeling,INFP
amazing article fact fred rogers infp click favourite point,INFP
absolutely awesome article ive got mr rogers enfj e routine rigid nf part hardly even debatable,INFP
he always pretty much universally typed mbti site infp ordained minister suspect lived carried facet life structured viewpoint wouldnt surprising reached others,INFP
meaning life,INFP
feel sorry infatuation must feel unimportant sadly mistaken love ok infatuation like,INFP
fearless absence fear completely unafraid fearless fear fearless doubt lot fearless living spite thing scare death fearless falling madly love even though youve hurt fearless getting back fighting want even though every time youve tried youve lost fearless faith someday thing change fearless courage say goodbye someone hurt even cant breathe without think loving someone despite people think fearless letting go fearless moving alrightthats fearless matter love throw believe taylor swift dont want sit around hope good thing happen want make happendrew barrymore imagine always getting spite brick thrown imagine daring believe much better ever could expect imagine believing power dream imagine courage say belief,INFP
randomly stumbled upon reminds girl awhile back wasnt dating kept trying seduce corny sex line operator style major turn coupled fact werent dating resulted something similar,INFP
eff oo lol,INFP
stay embedded tragedy occurred life define life,INFP
fly comfort zone change one life start immediately flamboyantly exception william james,INFP
lad laughed pretty hard post realized im scared death girl someone poor girl hard incredibly selfconcious sexual stuff thought corny phone sex operator plain awful feel incredibly sorry girl,INFP
haha doubt admittedly straight told sounded like cheesy sexline operator confidence definitely shot gave pointer honestly soo creepy though probably saved future embarrassment albeit sexual partner rival age,INFP
hahahaha oh disturbing least helped pointer,INFP
whoever invented term olive skin tone must colour blind love olive ive seen quite lot life either latter could used describe skin tone actual human way dark red look anything like people described olive skin tone perhaps refers skin tone people typically eat lot olive,INFP
argh whatever fuck happen ex dont care anymore next year want chase dream ideal without hesitation whatever idiotic injustice people want inflict well bring im quitter,INFP
ive open state mind lately contemplating everything couple hypothetical ive playing head hard write without sounding completely whack dont believe happened know fun play think earth inhabitant cycle progressing technologically reaching point almost wipe existence yet leaving behind trace survivor destroy technology return mineral form thinking best way avoid mass destruction start without technology spread different continent minimize potential conflict land happens way every time every time die born different person different time even perceived past timessocieties would want born strangely fear mine dont want die want see technological advance im afraid ill miss something fantastic think even people experiencing phenomenon dream probably see mundane wish could stretch future time travel impossible else wouldve visited right unless reach certain point time advanced time label else weak theory fall apart youre able go back unless government secret time travel theyre keeping super quietpolice tightly time machine used creates alternative reality every time something altered space time continuum yeah dont really see ever possible sometimes wish could bad guy could see well id police people trying catch im sport crime dd scale id label chaotic good chaotic evil people actually exist one meet,INFP
chaotic good exist wouldnt there probably good chance youve met already though may realized,INFP
want make eat,INFP
hate social script thats right yes root showing something awful,INFP
seriously need filter ive told good idea wait consider going say say ive always trouble aghhh dry,INFP
jailed criminal would get annual tattoo around receding hairline would form pattern like year ring tree said cant poetic maintaining street credibility,INFP
since nerded reactivated wow decided needed way alleviate shame every hour play wow spend hour working workout hour,INFP
year running given weird hairstyle shower entertainment entertains way much jersey shore blowout mohawk side part slick back etc usually long enough hair week get fade though wonder hardcore relationship willhave already happened website ive pondered head vlogvideo month nowdont know ever happening seriously wonder many relationship doomed freaky act porn day fact wiveshusbands wont go level im definitely seem far le emotional lot yall get called babyface lot secretly like think aging biggest fear,INFP
going sleep waking pm may seem unhealthy actually awesome break schedule screw structure freedom tongue,INFP
hey thats normal sleep schedule given chance jealous enjoy mdear enjoy,INFP
paranoia mentally deficient think exist see reality actually dont imagine exist living imaginary world right dont know imagine world exist thing people etc exist reality justa sort energy dream thing think existance exist knoe reality overactive ne,INFP
email conversation boyfriend sometimes think mental health good bf hey alright would immediate concern friend said yesterdaywhen get anxious get poor relationship body mind lol think spiritual intelligence always high practical intelligence kind lolthose randomly came mind without order thorough examination emailed word think need improve health reflecting always also getting better eating habit lol wonder root chakra underactive dry,INFP
debating whether date hair stylist get free well know hrm,INFP
angry hairstylist weekend talking straight hour process cutting hair right nothing stupid see going definitely happy ending,INFP
possible fall love place even ever setting foot see photo niagara fall seem grow completely love someday cant explain sigh im trying weird special whatever sad justmy heart like embarrassed source source source quietly nudge,INFP
ive fall summer winter night day would love violently stab whatever person turn coloured light night theyre beautiful need fake colouring,INFP
really want open willy wonka chocolate factory theme park candy store want look almost exactly like inside factory chocolate waterfall colorful candy everywhere millionaire would list thing oh perhaps help third world somehow theme park would awesome crazy,INFP
could hire pygmees instead oompa loompas wink,INFP
infp butif identical twin modeling get royalty another note get upset job taken illegal immigrant yet keep outsourcing work china,INFP
hot eye candy tongue mmm kim hyun joong he mine,INFP
longest day year almost u northern hemisphere im already thinking,INFP
yesterday driving along country listening arcade fire suburb moment looked around saw everything exactly beautiful precious made heart hurt feel like might explode detail world shown everything clear wonderful realized amazing life truly astounding get moment clarity feel like ive tapped type nirvana different dimension something particle body feel completely alive tear well eye tear sadness pure joy deep understanding fragility beauty moment fleeting dont last minute live moment like want share someone understands word needed experience together look eye another know get cant think anything amazing,INFP
kind guy would attract could grow mustache,INFP
orange blue would call blue still orange,INFP
see list name bold arent whats significance im new online forum thing sorry dumb question,INFP
marry siamese twin polygamy,INFP
beginning way come know anyway,INFP
bother kelis wrote song called milkshake put bridge say warm upthe boy waiting dont warm milkshake thus best served cold yes realize song literally milkshake rather milkshake metaphor unnamed sexual act still find bothersome metaphor properly consistent throughout song crazy,INFP
speaking terrible metaphor reminds terrible katy perry song sister keep playing go ever feel like plastic bag im thinking firstly terrible metaphor secondly anthropomorphising plastic bag wrong couldve put leaf something else light weight nice sounding use plastic bag metaphor dont know feel like plastic bag want feel like plastic bag actually desire rid planet pesky inefficient unnecessary primitive thing every time see one blowing wind feel embarrassed plastic bag still used people suddenly hit sense overall hatred humanity roud ahem warm milkshake anyone,INFP
glancing photobucket noticed old pic took year back stabbing local mall youre curious check blood,INFP
ive never witnessed stabbing hope never although would definitely fascinated sick sort way unless one stabbed since would either great pain dead stabber dont know maybe actually fascinating experience stab someone im planning testing theory time soon though actually im hoping ill never test time type blood according internet avoid pork corn wheat basically eat salami bratwurst tortilla chip saltine cracker candy recommended eating lot seafood despise seafood variety must screwed much fear death think id rather die early relinquish delicious heartattackinducing comfort food drink lot antioxidantrich green tea maybe add say year five year salami saltine take,INFP
maybe thats metaphor shes terrible bed,INFP
free hair laughing,INFP
dream come true courage pursue walt disney,INFP
hey leave manipulation u dry besides give free hair want crazy im ready haircut,INFP
manamanumanipulating must improving laughing,INFP
yessoon may become proficient usthan dispose crazy,INFP
ketchup really green soomeone el blue really pink color blind,INFP
men pig part deux late night shift crisis line pm blargh work amanda who friend girl training one friend blonde one friend bit accent err friend one big boob ohh,INFP
ive wondered,INFP
post get vip status bolded name think youre get orange name personally prefer plain jane style debated making new account solely apparently get banned multiple account,INFP
thanks explaining,INFP
crazy love feel bad lion though,INFP
stabbing metrotown actually kind look like oakridge,INFP
twas metrotown near urban behavior close skytrain entrance evidently youthgang stabbing something originally belt last time metro month ago another youthgang related incident involving mace surprisingly stuff potent half entire mall would induce teary scratchy eye respiratory problem never dull moment,INFP
yes hard real life ppl talk closest friend away countrysad know thread infp im saying understand,INFP
yeah mall crazy always mentioned news used live across street one tower never bother going anymore,INFP
always talk izabella happy ever need someone talk roud im happy listen help much,INFP
dinosaur say gao gaotongue,INFP
nobecause dead crazy,INFP
ughh thanxs ruining dreamlaughing,INFP
welcome unless serious case enfj im going go though spiral depression making someone upset blame world problem roud,INFP
well ive always dreamed dragon tamerbut make sad ill change dreamcrazy,INFP
ive broken emotionally abusive alcoholic ex month tried relationship someone september didnt work wasnt ready also really wasnt right fling sort thing different guy found experience left extremely empty decided ready open someone could truly connect feel ready havent found guy yet im ready think ill find hell find something hope,INFP
hated metrotown mall even though went often enough living vancouver er burnaby guess way way crowded youre like shouldertoshoulder half time bloody place frigging west edmonton mall doesnt even get bad well except front area leading restaurant reason oh metrotown two hmvs hell would need two store completely different part mall different floor dry totally unrelated p saw black swan excellent people go see,INFP
crazy video world find thing,INFP
revelation really want anything live love authentically would nice people know cool instead constantly dragging telling something wrong really different theyre theyre used fuck yeah im putting script direct fucking dialogue want work two webseries simultaneously one fan series doctor next ironic selfreferential satirical teen lesbian vampire drama line go latter likely,INFP
agree really desire honest everyone meet relationship worthy selfconcerned influence everyones opinion still generally old stereotype never much depth want genuine unconditional connection one deep person would truly content preferably infpinfj p maybe lifestyle maybe place tend surrounded materialistic ignorant arrogant inflatedegos imaginable small beach towntourist location au general public believe much better everyone else supposed prestigious materialistic joke life near beach isnt even remotely attractive coincidentally inhabited fuckin wanker think might something best bet move far away possible recommendation like idea canada say infps let form horde dreaming idealist build perfect existence change world would fucking beautiful man p series sound rad,INFP
ahhhchriiisi miss blushed another note since random thought thread ive drinking milk today milk good health small reminder haha added added found old photo year lol reminds old memory like purple,INFP
izzie,INFP
seems like ought somewhere australia would perfect romanticized idea australia american brain laughing also romanticized idea canada supported developmental psych class even place u might like hear portland oregon rock shrug would say amsterdam hear tension fucking rising people getting mellow,INFP
may clapped giggled madly idea doctor fan series maybe er yeah linkage youre done please pretty please seattletacoma even olympia washington great vibe well look past californian moving trying take get assimilated denverboulder area colorado actually pretty cool infps especially outdoorsysportsy sociable one since im truly either im actually looking moving seattle year also canada scotlandenglandireland list potential place move oh new zealand id love able live new zealand ive seen people live pretty kickass place chilled laid back attitude,INFP
write script want brother star would rehearse memorize line stuff dont know want work love idea yeah well see want star think could write better he goodlooking kid think could great actor also cast companion show super comically nobudget want use thimble daleks potato angry warrior face sharpied sontarans,INFP
sound like absolutely brilliant great idea thimble daleks using potato get ground already least one viewer,INFP
past year ive learned thing regard woman look ring finger first foremost gained ability determine girl single mother related note ive noticed lot woman relationship spanned le year,INFP
whisper,INFP
today asked mother like watching food channel much never prepares dish snapped back reason watch porn still virgin fml sound like something infp would hear,INFP
extraordinary thing always hiding place people never think look jodi picoult sister keeper think lot simple idea alive lately alive study emotion alive find beauty simplicity ordinariness reality example see something beautiful today future see reflection exact beauty purity somewhat carry idealistic meaning time one forgets time one suddenly see reflection go back forth tell life meant bring surprise life meant change life meant teach spirituality love well life learn true soul appreciation there much find life,INFP
use text editing shamecrazy,INFP
looking android app store friend phone pedometer wtf hrm oh wait must one online test determines dirty mind haha thats kind creepy though blank stare called pedometer tracking number step take day fail knew reason didnt register moment,INFP
many people observe christ birth christmas yet jesus never asked u birthday never mattered however ask u remember act communion received lord also passed lord jesus night betrayed took bread given thanks broke said body remembrance way supper took cup saying cup new covenant blood whenever drink remembrance corinthian,INFP
instead playing air guitar people played air cello make sense movement involved playing cello accurately represent often tranquil nature air,INFP
shedding prudence restraint current age make modern life seem cheap tacky thats find visiting asia,INFP
im listening apocalyptica thats precisely headbanging play air cello headbanging much fun crazy also play air cello traditional cello music air trombone jazz orchestra music thats beside point,INFP
still trouble grasping people take picture bathroom drinking alcohol posting facebook asked friend night say theyre predrinking make hit club picture still remains mystery,INFP
like theyve never heard stuff like watch represent web people duh dry,INFP
yeah sad story company try invade people life like lot clue theyre,INFP
reaally wish knew father much feel like whole life ive walking shadow ill never find belongs ive managed piece together enough information kind get picture still wish knew photo people told look like learning think actually shared alot similarites think really cool always felt alone different apparently good imagining possiblities always thinkingday dreaming really intelligent charismatic good convincing people thing even knew nothing think enfp always social,INFP
uh sad people dont know whats appropriate display part public domain whats picture drinking shit deserve whatever fallout come theyre fucking victim,INFP
random thought would mean said really dont random thought well obviously many dont seem random atleast far im concerned random im going adopt weimaraner,INFP
tendency look sky lot night ponder whatevers purpose life seeing sky star usually usually go detail ive drinking meant something big like look quote famous people history see mindset time shakespeare einstein philosopher etc give refreshing take life started reading harry potter book seems like sort odd timing college graduated man hey like,INFP
bff quit job sold car go adventure like movie wild wont get talk year get back tell supposed journey im happy coz get completely awesome year going adventure im also jealous coz wish going trip instead graduating college facing real world never tell coz hell make fun im really going miss,INFP
wonder michael cera old play teenage persona he created role persona pretty much young infp,INFP
applied join volunteer committee centralizing around alcoholfree event sound like interesting concept ive never even really thought note relevant im involved policing,INFP
got tshirt inspiration midnight tonight,INFP
tell moment im really really happy dont know whylaughing,INFP
asante sana squash banana wiwi nugu mi mi apana,INFP
isfj explains soooooooooooo much,INFP
dehydrated sleepdeprived get water go bed thats motivation enough yet,INFP
ive many experience yet im still used whole empath thing intense empath difficult time walk park like im screaming yaaayyy look woooo hooo im special deep inside honest like cant control deal able control chooses give energy im starting understand even march beat drum come dealing empathy nowhere used yet,INFP
wish could run away wood cat,INFP
try mark day day wrote poem day promise day story started day something perspective world changed day youre finally taller im still waiting every day important revolutionary event never forgotten,INFP
crazy,INFP
see wait til last possible moment put clothes laundry nothing end getting washed couple day scrounge shit closet look like derp day woe woe,INFP
look side see foot pile clothes floor think im still good day actually situation like ask want look like derp smell like one going get within foot anybody whose opinion value today wear hideously outdated worn yet clean clothes keep funkfree distance still look fabulous perhaps ill use sign language pretend kind contagious disease cant go naked fuck society prude social norm wear jacket inside way nobody tell im wearing mickey mouse shirt ill tell im cold fuck em dont need know detail trial wait minute sweater isnt bad dont ever wear anymore oh right one giant hole armpit thats going look weird considering dont shirt put underneath oh well ill cancel appointment stay inside laundry dry mom another birthday end world,INFP
im feeling malicious prepare mind blown know game game think lose well also flying goose game picture flying goose lose somebody pointed game anything everything thinking cat wearing pink sock rabbit box cardboard bubble wrap someone tripping shoelace giant red sign many game losing right crazy,INFP
clothes dont get funky body heh heh thats shower dont know long wearing clothes get stanky crazy totally use jacket trick,INFP
stuff read lot post make feel like relate better infps start really think actually relate feel dont relate anyone another infp may closest share commonality still get feeling one could understand time feel im insane thinking feel unoriginal dont relate one person,INFP
youre making sense clothes body right dont smell body admitted get funky even possible mean put clothes orangutan theyre going smell like orangutan implying youre orangutan clearly illustrative example really like saying orangutan even hour beach make smell like beach funk rub clothes wear must loyal bo mlady mine cant wait get explore world wear shirt one two day fyi angry im super selfconscious way smell ever since ive ridiculed collegues wearing leather jacket smelled like stale french fry yeah dont know happened made hang coat hanger company next door crazy didnt even smell first thought bullshitting couple month got worse started notice right pretty gross damn shame jacket looked great almost good enough accept smelling like french fry collateral damage almost one collegue particular smelled early must bionic nose fighting crime power instead making poor new guy feel insecure awesome jacket still wonder long id making people dry heave crowded rush hour subway dont want guy ive even bad dream woke pool sweat halfasleephalfawake daze panicked thought frying grease coming pore repulsive admittedly would benefit digress conclusion like saying orangutan,INFP
hypersensitiveon autism spectrum mean lot trouble food finding like much le balance diet especially considering vegetarian honestly ill sometimes eat exact meal every day every meal week time im easily freaked color food sounding good spicy buttery whatever ahhhhh however im going try help today got food chopper indoor contact grill way least thing like easily make apple piece hate apple whole outer peel get stuck teeth hurt know slice veggie grill stuff need fruit veggie take lot time prepare usually dont yeah fixd also im thinking easy tofu diced grilled vegetarian happy,INFP
god love vancouver canuck nhl right laughing,INFP
breathless breathe eye perceive,INFP
reading bohemian manifesto much wish could pick explore whim much responsibility keeping right curse responsible nature sigh,INFP
sometimes wonder people assume im stupid strange dont go book really dont come stuff personal deep take year completely touch ive pretty self taught time come understanding people feeling without explaining detail ive also pretty much self taught come interpreting present event seeing shape future without even needing rationalize much here hoping year real self acceptance hope courage also hope wont people take advantage kindness time,INFP
unique forum ive already two three day havent seen anybody bashing even slightly combatative guess thats get throw lot infps together great,INFP
sensitive folk bless u dilemma career path moment driving crazy want care free dreamy infp floating around worry commitment ive got face real world law degree tried law thing didnt work dream live somewhere sunny beautiful save planet practice yoga,INFP
im exact boat except wasnt law im guessing infps much harder time figuring go college even harder time go college get degree find career isnt going fit agree dream part except ive never tried yoga,INFP
hope guy bounce back see authenticity eye,INFP
like yoga make feel peace world around isnt easy infp trait also like make feel connected felt disconnected confused quite long time enjoy anything give authentic happy experience life sometimes even thought belief create distorted view world thing arent actually think ive also found something called mindfulness meditation really helpful made aware thought feeling hell going intense inner world use feel stuck middle stand observe realise i scary thought used feel stressed worked paralegal found impossible relax opposite problem ive come place really relax feel peace apply sort life plan there basically pull getting conventional job teacher pursuing avenue training yoga alternative therapy environment eg saw really good volunteer job marine conservation month programme paid accommodation food there lot idea rushing around head cant make decision doesnt help friend qualifying doctor getting married etc although way think thats bit boring wink prob unconventional option dont pay much house car etc theyre gamble may end hobby thing pursue later life,INFP
wonderful bet person made video end changing life hopefully better happy,INFP
randomly feel like learning judo,INFP
horseback riding swordsmanship lesson tongue could really use timeturner dont think there anything particular want change past want able go back thing add extra hour day silly thing like wander around park read watch movie two go gym thing keep putting something else seems little bit important amusing take time thought would time turner tardis either would fine,INFP
video super popular already im sure he already got job offerscrazy edit well everyone give ted highfive he given offer handoverfist air hell set life,INFP
thought response posted another thread im really fan unicorn theyre okay nothing write home,INFP
dont answer unknown number phone also rarely check voicemail bad know people want talk know text email big deal problem plan see number know dont know take forever figure due habit im one week late blood donation least figured decided go saturday clinic thats closer home get donate plateletsred blood cell rather whole blood still get sleep go guided imagery relaxation thing done friend saturday going win sometimes there reasoning behind action inaction right,INFP
thats awesome hope keep together,INFP
time crazy luckily im computer much type fast enough generally google phone number see answer,INFP
outisde man inside kid protected true inner child come play,INFP
ill work remembering first see call think afterward point kind null void,INFP
honestly amaze word skill sometimes even much taming domesticating emotion youll never able control learn live thought spot,INFP
person feel closest love world also person ever say hate,INFP
far away,INFP
