comment,mbti_type
dont feel comfortable participating thread like dont want alienate anyone might share trait quirk create idea something exists wear label everyone anyone wear label something amiss feel think behave differently want feel alienated even amongst population comprise world oddball still feel like oddball,INFJ
lol relate everything said walking dichotomy perfect way put ive found im rarely one thing another little frustrating time especially im trying explain myselfi got half hour long argument one friend today trying explain thought process behind something id said didnt get ended oh well would take lot longer one afternoon explain haha damn right constantly people telling cheer im sitting im thinking damnit haha,INFJ
go pick gift someone try seeing everything person eye get feel would like thoughtful gift one thought last minute online friend tell youre better friend best friend real life one inspired infj guild mate husband friend said he generous caring best friend real life infp think youre using ne realize se coupled ni,INFJ
worry hypothetical scenario mostly single found cancer going die year road getting married someone worry feel would horrible possibly selfish marry someone condition,INFJ
alright got one see picture picture someone dont know decide like whatever reason decide whether hanging around people dont know picture mainly notice people picture think hanging dont much experience infjs yet seem lot common figured id see common u well edit also edit post time trying make visually better kept moving last sentence parenthesis,INFJ
hate happens waste much time drum stupid fantasy hanging try decide like type conversation would would happier knew feel like weirdo,INFJ
intuition tell brother fine even mother worried come back hour later fine dandy,INFJ
ever relationship love idea love actual person greedy selfish taker one would ever know heavily masked genuine care people,INFJ
actual infj thought shower shower loofahing hmm never wash upper middle part back fact cant even reach flashbak scifi movie human designed way wouldnt find secret batteryprogram installed u alien young arm never reach feel skin omg second passhaha silly im getting unnecessarily paranoid,INFJ
helping others actually addiction,INFJ
venture infj forum find interesting thread think adding something come across post make uncomfortable leave come back home everyone understanding considerate people nice happy reading general thread could feel start tighten get nervous sad,INFJ
awwroud,INFJ
want zillion different thing cant decide next time eventually youll sit front computer nothing thing wanted start something full energy motivation get bored another moody friend give nickname analyser tell friend friend bad news daysweeksmonthsyears hell come say right youll say ofcourse talking,INFJ
time could list many thing could usually go end spend time browsing net funny really,INFJ
love slash hate e chat someone get saved read obsessively try analyze person meant imagine conversation someone one way multiple way best worst case scenario cant tell sometimes whether youre sad tired youre either reserved revealing thought spit absolutely everything come head good bad,INFJ
definitely sound like,INFJ
one cat isnt enough,INFJ
know youre infj among group people standing circle constantly end outside circle wish math could feeling leave conversation sneak away somewhere private come back without anyone realising missing need constant feedback thing different person different people someone el problem cause pain stay night worrying time long long since forgotten still feel pain must going,INFJ
yep circle thing happened today actually,INFJ
love one lol,INFJ
know youre infj type confuses hell read description first time total epiphany,INFJ
talking someone listen intently waiting one moment say one thing usually something subtle tell everything need know instant live also post something like take minute rewrite time,INFJ
feel awful cant explain dislike friend partner reason based gut instinct,INFJ
ive experienced many many time,INFJ
might infj youre going old picture find one playing banjo front computer three monitor using book called selfless insight zen meditative transformation consciousness mousepad,INFJ
youre computer tv background totally paying attention snap someone suddenly dy feel like cry,INFJ
choose avatar change worried may cause others feel pain,INFJ
spend hour thoroughly editing someone paper never hear back wonder harsh mellow,INFJ
long understood,INFJ
happenedwhen go move car someone get half way door realize dont key shoe,INFJ
know youre infj fantasize exotic animal pet lizard sloth monkey etc,INFJ
see slut shaming infj forum youre horrified dont feel confident enough call original poster get mad hand start shaking cry people mean one another,INFJ
ummm talking lol,INFJ
fear think ridiculous thing havent heard people really hate crazy thinking side make nut cry getting angry enraged care much people life unnatural level,INFJ
absolutely hate people respond late dont respond make think maybe didsaid something wrong,INFJ
could relate st one much two people dont contact never take easy though growing life experience took thinking part away realized people arent like dont take thing seriously much shouldnt thinking much havent contacted really made stable come girl dont cry anger strong deep emotion usually put anothers shoe certain situation thinking situation sad one wrote older brother life see thing hell try understand better cried rereading thinking reading,INFJ
never say know mean confident statement always question know mean,INFJ
new agree everything read thread know youre infj every new person meet see something special,INFJ
follow around people talk someone close cleaning working etc notice often dont tend stick one room talking across room unless busy,INFJ
go infj meetup dont get outsourced one see might mistyped,INFJ
yes,INFJ
deep truly liberal radical politician supporting side turn much manage convince youre actually end spectrum feel need argue opposite side heated debate whether side agree side insulting selfish illogical want knock notch,INFJ
class say something entirely serious everyone burst laughing play word inside head realize funny chastise saying different way say something response receive return blank stare tell mom feel misunderstood upset realize much sound like typical teenager say never want youre constantly conflicted inherent suspicion desire please convinced cat understand say see thing others miss tell someone feeling react accordingly youre teased sensitive bad day spend following hour expressing grief music get frustrated friend think brother karamazov russian exchange student school deep love language others dont understand sorry already posted didnt read page,INFJ
phone ring go another room youre answering dont want hear see lol youre aggravated anyones voice irks point might find saying ugh outloud exhaling even louder dont mind killing spider never understood anyone would squish lady bug strong love tree forest imagine living rain forest enjoy feel mist skin swimming way reduce stress feel free youve always wanted mermaid fairy graceful intrigue tend bite random object pen top plastic thing seal bottle top bottle pull sometimes teeth chew might even find urge bite bottom plastic bottle finishing drink know apple bottom looking stuff maybe went far lol youve tried save creature dying least one time life edit post see youve missed letter typod see better way forming one sentence always read writing submitting,INFJ
sound like last detail except biting plastic bottle haha though tend use teeth extra place hold thing key hairbands towel folding lol,INFJ
scenario youre office husband client want come get picture cd dont want coming inside youre people let husband deal instead saying youre photographer dont want think youre unsocial say probably husband meet give cd indicating somewhere else possibly busy there possibility may come husband may depends circumstance come meeting office making seem neither moment really hour anyone else,INFJ
thats hopefully hasnt said million time,INFJ
bolded one one agree especially last one im really interested something research like there tomorrow school project come requires research tend put find motivation go,INFJ
tell someone like keep lot tell theyre exact way think youve found someone like find always hanging crowd notice tell crowdly drama week eyeroll,INFJ
save lot money car insurance youre resourceful way,INFJ
favorite form humor sarcastic,INFJ
amy winehouse dy youre one thats shocked heartbroken dont care youve never related long enough grow attached also strong belief get life put youre pretty sure even knew would die way note may also something cold streak personality although somewhat rare occurrence,INFJ
relative dy everyone sad cry better turn computer stick thing every day one understands feeling know cry alone bed night pray like never fact emptiest person among loss relative person touch others expect,INFJ
hey welcome forum really liked first post reminded lot first post wrote really identify everything said seem like really sweet friendly person hope enjoy time dont feel nervous worry wont like cared loved,INFJ
whenever meet person really intrigue try find much possible eg scouring internet information without actually initiating conversation point borderline stalker thinking everyone forum going think extremely creepy rethink posting post decide post anyways since nobody actually know although real life would never say anything,INFJ
driver ed video make cry see people smiling chitchatting day wish easy happy smile random people pas filled joy smile back feel strange tell friend problem normally theyre telling always end charge group project even though youd rather one leader say lose glass top head teacher always get upset handwriting messy youre mad making instead test took,INFJ
lose watch wrist scrambling around looking itwhile noticing dont find soon late know keep looking watch wrist looking elsewhere stopped wearing watch day,INFJ
want cry hear someone problem hard time cry,INFJ
youre gentle child oblivious problem take much weight shoulder thing control responsible,INFJ
thanks marsupilami know youre infj pain left hip leg due sciatic nerve problem think hurt lay left side anyway disturb cat,INFJ
lol true laughing see kitchen making something eat dog sleeping could become professional burglar crazy wake eventually actually tell im sorry pet go back sleep,INFJ
know youre infj take minute post short sentence forum first post btw haha hello,INFJ
welcome hate watching morning news sad story leave mistyeyed,INFJ
sure type would say indicator could feel persecuted agreeing,INFJ
awesome boyfriend boyfriend infj saying im infp,INFJ
pay bad credit even feel bad owing cant stand bad thing record,INFJ
know youre infj swing mood like tiger wood swing woman know youre infj people like want cant understand want around much make feel bad might able give seek know youre infj terrified possibility making new friend know youre infj finish exam min walk home feel like min solved whole test head figure well retrospectively taking point view examiner might feel reading answer speculating structure question took might affect overall opinion say first question mistake hell treat rest test poorly time youre home already pretty accurate feeling grade get eventually get point le thought would actually feel sad grade think examiner didnt like enough give point even though doesnt even know,INFJ
orange reminds sun reminds lack suntan reminds people say youre white ghost arent ghost translucent phrase doesnt make sense think five second um use like filler word like um time dread public speaking surprise liking show south park even though youre offended,INFJ
know youre infj find angry someone dont see amazing,INFJ
haha remember little know youre infj turn attention sister offer pretty flower picked run pole,INFJ
wonder people alien coming back realize thought simply longing belongthat must others like get exasperated others cant seesense see wish tell know wont foggiest notion saying make perfect sense feel everyone pulled toward applied world would much better place im noob btw hello fellow infjers,INFJ
backpack someone passing school hall catch ponytail rip good chunk hair one apologizes alone,INFJ
actually happened th grade much hair though thankfully one noticed missing chunk someone asks novel tell realize disturbed make sound hope person think youre crazy,INFJ
observe others body language mimic hope standing much think negative way,INFJ
feel awkwardness another person feel compelled think long hard say room thats quiet point might say something subject still get looked funny regardless,INFJ
infj want type changeor least used,INFJ
infj feel lonely surrounded extrovert,INFJ
infj read thread le feel lonely,INFJ
faery wear boot,INFJ
know youre infj someone bump apologize laugh,INFJ
sound like infjs canadian except legal canadian citizen dont laugh apologize back vicious cycle sorry know youre infj nearly cry movie thinking happen,INFJ
trusty ni lead path action result exact opposite intended frustrating,INFJ
know infj realize chart course time disorganized nature really caused depression loss hope miserable without order life know everyone considers leader strange unknown reason know start organizing feel good need structure using ni time didnt notice wonder much see thing many perspective,INFJ
finally meet someone understand arent sure explanation realised random thought pass head say outloud person asks mean used giving real reason expect wont get think stupid reason sure im explaining well trying train say really think person think im stupid let problem also book pretty twisted nearly everyone dy end sorry see go though,INFJ
finished yoghurt chewed pot broke brace always check behind mirror every time stop like check who picture awesome,INFJ
thanks photo took greek statue louvre changed colour make dark instead bright,INFJ
photoshop neon glow,INFJ
took pic old mobile phone motorola tocco lite edited software phone sure id ever able duplicate effect couple process long ago,INFJ
know youre infj leave party early unexplainable anxiety find later someone stayed another person extremely angry freakout didnt end someone finally said thats enough,INFJ
know youre infj someone tell seemed shielding world youre sitting arm close body leg together find thinking move away others walking towards sidewalk aisle sad lonely face seems default find instrumentals hold emotion song lyric automatically look window scenery vehicle rather occupy company around,INFJ
definately agree everything said especially quoted,INFJ
know infj learned counselling module human responsible feeling reached home mum lashed significant reasonyou torn whether believe learned class take blame crazy mother,INFJ
youre able pretend youre older experienced version get tough experience,INFJ
know someone feeling even thinking see photograph doesnt matter time place either,INFJ
get time especially watching movie character well portrayed well,INFJ
know youre infj feel massive guilt accidentally killing bug stepping snail,INFJ
thought stepping snail lot along line snail right snail didnt get way much would better wonder snail used death snail wonder care thought shame saw two dead frog cycle track tend care animal like frog say slug flea guess respect frog really sure ever kill spider moth deliberately feel little remorse mindwrecking destructive agonising remorse questioning thing realise acted instinct make comfortable often question im infj,INFJ
naw infjs sensitive come something like killing bug omnivorism might higher concentration uberpacifists vegetarian offense meant uberpacifists vegetarian,INFJ
came back,INFJ
know youre infj conversation tone voice becomes increasingly assertive word suddenly start flowing swiftly murky depth mind mouth realize youre possessed ni trance yet,INFJ
find steering clear writing reply thread actually find interesting completing three sentence would drain third brain stamen brain already would even divided intuition perfectionistic thought panting,INFJ
friend perc facebook believe cat placed earth specifically,INFJ
know youre infj straight male youre friend know youre heterosexual tell would surprised gay,INFJ
people come ask gay youre really straight crazy apparently make people gaydar beep except sister want rainbow power dry,INFJ
always feel sorry people want help know really nothing except support,INFJ
ok im confused nearly everything first page thread applied someone tell possible somehow f share tremendous amount trait,INFJ
may possible f would find likely realistic either infj super developed ti intj super developed fi familiar cognitive function maybe could look get people help id willing information,INFJ
know youre infj go big experience new boyfriendgirlfriend lost virginity etc tell fellow infjs perc family friend,INFJ
feel perca lot,INFJ
reading thread make realize posting unhealthy enfj mistyped infj still making lot sense infjs much still relate mean there little difference enfjs infjs,INFJ
much inner peace,INFJ
know infj awesome lol im showing love infjs lol,INFJ
know youre infj cant seem reach farthest depth mind trying figure,INFJ
know youre infj experience form extrasensory perception whether dream future sense anothers emotion,INFJ
know youre infj somewhat begrudgingly reach server subway little asked time youre checking say thank much strong fully meant way know really needed someone talk laugh even three four minute,INFJ
talk death seems weird depressing everyone youre actually looking forward another realm,INFJ
know youre infj youre businesslike eating power youre done stopno picking nibbling unless youre trying stall time cant put exciting new idea occurs youve done something immediately get evasive someone start asking many personal question havent decided want know certain thing despite last fact youre surprised someone tell think youre mysterious youre shocked others notice detail quirk assume one pay attention much people youre hyper aware people know like completely oblivious surroundings,INFJ
mind complete mess anyone even cant understand quite well whats going inside head still kinda know whats meaning thing part something bigger like please love way sometimes may get suffocated smallest thing bother person may reason several doubt selfrecrimination something wrong say right word rigid judgmental cranky im stupid ive done im failure deserve something better engage obsessive thought right thing thinking right thing finding really matter essence everything sometimes simply cant see youre cant get let go deeply want understood try explain weirdness inside mind people dont understand even try really hard get completely frustrated keep constantly find way translating kind madness deep inside understandable language effort particularly tiring arent afraid go deepest realm mind interested people inner turbulence keeping starting friendship relationship someone mean showing person whats inside shell know particularly well want dont observe people know who trustworthy know may offer something nice choose people contrary youre incorruptibly loyal people cause may get frustrated people dont return loyalty youre nice polite want treat people well,INFJ
infj must realise much love concise accurate wording,INFJ
know youre infj never feel like friendship deep enough always want dont know find,INFJ
solidly feeling know come idea concept remembered string random memory pattern number scene situation sound inaudible impossible mimic,INFJ
find infj everything suddenly make sense first post,INFJ
isnt every type know defiantly true,INFJ
know youre infj feel somewhat feel even complete stranger,INFJ
know youre infj exact behavior two different people affect differently know people youre duped nasty people pretending nice nice people bad day acting nasty need one meeting le minute measure someone place nice nasty category always conscious placement either finally trying explain others get worried youre giant hypocrite crazy person multiple experience feeling turning right settle fact highlytuned instinct people instinct always trusted,INFJ
find new way help people everyday funny time moment yet suppose moment typeslmao mean simply figure help someone problem presenting self moment,INFJ
painful event life result much empathy empathy defined life infj,INFJ
might also isfj enfj esfj infp isfp somethingmaybe sure fi type isnfpbut read somewhere fi might also defined empathy v fe supposed sympathybut im quite sure agree know statement would imply infj wink also doesnt necessarily imply youre one roud,INFJ
dont remember name remember face andor surroundings,INFJ
idea stressed found finally alone room headphone almost physically feel anxiety melt favorite part day,INFJ
wake exactly minute alarm clock go,INFJ
haha every single day,INFJ
suddenly discover grocery store youve going last four year dry cleaner front store full view area frequent lol,INFJ
realize stronger think moment gone write wrong way realize stronger think gone moment okay guess could either way lol,INFJ
mind mind youre focused thinking something dont even realize someone staring last twenty minute testing see long take notice turn head attempt cause mind understand something actually notice true story,INFJ
youre deep thought dont pay attention face people see mean person blunt expression face,INFJ
haha people always come ask ok response absentminded expression make look like tortured soul reality conjuring elaborate world writing screenplay head work reception desk,INFJ
start thinking love trying define sensor friend point love abstract thing occurs never thought abstract thing kind thing think daily basis havent labeled abstract consider primary mode thinking,INFJ
see love extremely clever chemical trickery great thing though like passion form drive nape neck toward care,INFJ
anyone else feeling get idea head need make happen sort puppet long belief capable achieving whatever somewhat forcing capture goal currently riot country sore popular topic moment rekindled ambition become part defence crime emanated one man mistake joining police force seems like good idea somewhat different infj feel sort distance quite people around thread particular nothing drastic little tweak exception lot infj characteristic displayed infj profile still seems fit really well make career choice perfect theory infjtype people love feel like making difference modernday living amongst human animal realising danger emotional pressure come protector cant stress enough important follow make goal achieve become something u shouldertoshoulder make biggest difference edit worrying font might small increasing size make readable looking neater font size u wink,INFJ
perhaps enfj much different infjs may account slight difference feel thought could way,INFJ
know youre enfj infj feel like time intuition get developed point youre endlessly judging thinking feeling world surroundings mould anothers expectation yet still maintain identity spin beauty word express point projecting feeling person last ditched effort get understand read line text tell mood emotion thought feeling person who writing also slowly fast typed want prove world youre person nothing good intention heart get constantly misjudged thrown wolf yet come back fight another time time survival mean finding worth every breath pass lung make everything world beautiful even something insignificant happy make sit quietly listening heartbeat mind play symphony beat longer worried passage time feel like entire world playground place harvest new dream despite beating youve received hand world,INFJ
lollets hope im prettier p,INFJ
im infjbut im drawn personality type couldnt resist attract enfps like moth flame especially enneagram well swoon youre socially awkward coolest way possible could literally anything brilliantly would never say loud maybe wont admit love spontaneous compliment earthly clue correct response speak mostly metaphor know whole lot one subject time know little bit everything,INFJ
lol get behind statement day,INFJ
number people life give endless praise always telling smart great funny awesome etc want around get closer even like youyet never truly register truth continue feel inadequate hopeless awkward blah blah blah blah,INFJ
wish could thank hundred time ill quote instead happy,INFJ
one day think youre genius next youre talentless philistine,INFJ
yes yes yes yes yes yes also point using word philistine dont hear word often enough,INFJ
realize youre jaded version infp sensor either think youre crazy genius know neither true try look thing different perspective order cope instance dropped ipod got scratch really upset longer pristine condition think well scratch give character im okay,INFJ
yeah well dropped ipad cracked,INFJ
vacillate thinking youre pretty well life wondering always manage eff everything profoundly try moral youre idea realize one day people arent willing give much asking help one difficult thing ever marginally easier accepting need help first place assume somehow karmically deserve every bad thing happens youre sure good thing look back realize know youre infj whens posted downer sorry guy,INFJ
tested entj year ago reflection resonate felt blackwhite cold dullness within intuition recently retested enfj still resonance wasnt within unintentionally couple week ago read infj description felt deep resonating harmony within heart accompanying feeling coming home rest amongst fellow infjs article describes confusion previous selfassessments describing infj might tested entj enfj intuition verifies infj selfassessment correct way neither entj enfj ever verified within know mean heart verifies infjness ring true real,INFJ
think relate wonderful experience overwhelming sense relief wholeness completion many skeptic think barnum effect obviously found type reason mbti guess cult following incredible accuracy reason forum striving know think type rare infj especially magical spend life knowing deep dont belong dont fit though may evident others read profile infj end saying aloud yes yeah uhhuh oh man thats true feel like make sense still alien still freak still outsider least feel like uniqueness disease,INFJ
say dont want argue something hasnt even started yet know gonna start argument deflect say discus later,INFJ
think omg thats awesome know youre infj thread get home going make post cant remember worded head redesign putting youve grown since lol,INFJ
youre taking solitary walk hit know profound thought anyone could ever conceived one could change world last even second never remember thought,INFJ
always keep notebook backpack type event turning idea something realistic practical another challenge however,INFJ
one test even said estj xd,INFJ
feel like youre speaking alien something people never seem understand youre saying like say direct know first time around people dont get repeat itonly rearranging adding wordsthen get repeating back said first time around,INFJ
feel like everyone better always behind level,INFJ
know youre infj want save world,INFJ
youre feeling bad saved already youd supporting character story life tell friend want better le selfish person answer hardly possible better person matter say still think saint youre mad deceiving friend thinking splendidly good person know could sooo much better person really tried hardest,INFJ
dont get joke,INFJ
infj thing read thread bothered much relate much selfcritical know desire improve grow change better cause faultfinding hope improvingbut dont like anyone trying get know infjs could read thread walk away seeing u real downersya know,INFJ
remember also give others little lift keep peace let others get good stuff save bad stuff,INFJ
know infj get terrible feeling people work nice want something nice push insecurity corner enjoy ride later spend time guilting look forward seeing people soon,INFJ
know youre infj greatest fear losing control,INFJ
started realising talent extroverted feeling type today speaking someone presume nf type vented trouble face interacting people workplace particularly maleorientated environment poilsh adding language barrier conversation caught teetering edge spilling gut told day feel like cry fed rounded said im telling yeah thats good way putting know youre infj people spill finish sentence,INFJ
sure even dont contribute much seem gravitate start using infjcounselling nature consciously make friend influence people bit,INFJ
listening someone completely zone start collecting massive amount information organizing head listening story top sideaffect almost dont see person talking anymore visualize thought top story like mostly radio knowand get intrigued liike feel staring different dimension visualize itidk made sense something experienced today frequently lately like see thing look past though dont exist visualize different realm yet know fascinating ok sound like im high im surelmao,INFJ
like quote pg wodehouse,INFJ
reading thread made join perc,INFJ
know youre infj hide room pretending exist something intense went people still tell youre hear caring yknow even noticed dropped face earth,INFJ
know youre nfj want people notice dont,INFJ
dont want notice,INFJ
youve painted room four time since youve moved six month ago rearranged furniture like tetri piece nearly every week never seem feel right youre searching optimum arrangement kick cat room he driving nut keeping night meow door feel like terrible owner rather lose sleep suffer distress knowing want around,INFJ
stare inside fridge long time cant decide want eat mind racing eating healthy eating healthy fight consequence,INFJ
junk food win xd,INFJ
dedicated single thought reading every single page thanking post name welcome thread get likely thoroughly dedicated award likely thread,INFJ
know youre infj youre almost always peace keeper,INFJ
hokahey oh im touched wanted quote post realized couldnt thank thank much anyways st post got lured making account thread add response walking chamber secret first day school know enemy friend guy going fall take instant dislike person apparent reason find others person rotten personality created entire universe mind form concept afterlife math lesson crumble piece night struggle trying piece back together crushed yet next day trouble explaining concept crystalclear mind word often fail handful charity case belt charity case often end falling enjoy talking adult simply talk ease knowing understand youre trying say observing small child predicting future love life personality career hate war movie thought people getting killedtortured able anything even though godamnit movie pain walking faster car stop let walk even though injured knee discovery knowledge knowing infj mean world finally found logical explanation irrational character discover answer philosophical life question even turn others struggling find whole life trouble getting present loved one worth much materialistic object world treasure gift people something given much thought sincerity get angry rarely scorching cauldron poisonous lava grammatical error drive nut realize dark always give seat train old lady stare people dont easily figure everything else dad funeral end comforting everyone else fullgrown adult suddenly remembering youre one supposed comforted everyone else breaking realization feel real good winning debate prepared hard saying thing wanted say hour later realize little detail didnt add argument ended sulking whole day frequently wallowing selfpity people often laugh thing say wonder give politics hurt see people inspired politician actually ugly inside still love one guy made seem like existed year killed people intensity word huge crush someone end giving friend long he happy sacrifice always worth people tell story got injured end telling stop actually feel pain actually feel like think much get exhausted easy throw away others tend fall depression easily find non verbal language communication lesson boring teacher simply repeating already know everything logical explanation except avoid going hospice old folk home heart torn apart lonely soul love taking quiet walk friend studying australia come advice everything housekeeping crush pragmatism perception much feel like one invented technique summarizing imitate people speech habit action daily life willing give everything else kind friendship best friend hard find someone accepts understands way cant breathe time thought running mind retreat quiet place sort thought realizing time past fast get described innocent blur lot know lot others keep dark side frequently debate posting link personal blog facebook deepest darkest secret lay want people understand badly afraid frightened intense complex trouble blog title choice word capitalize always finish people sentence make mad process hate guy ask reject hurt much knowing sad hate selfish arrogant people core hate rejecting others reassure people silent end feeling sorry criminal detective novelsshows understand thing synesthesia concerned making people feel left realize one get left end weep watching dark twisted movie character inside make want hug dislike recent hollywood movie disgusted ugly world value thank post thread littleno thanks make sure heshe feel little better ignore call text message midst alone thinking session wished someone else instead amused people badmouthed someone act friendly person next day dont ask money lent friend even though youre pressed cash know shes much poorer dont get affected glamour branding,INFJ
know youre xnfj wish thank would equal given everyone first day youve really brightened day first thanks truly epic post,INFJ
sound hate whole world cellphone ringing know case who calling without looking display,INFJ
poetic conception love harmony people youre always embarassed sharing people know share youll massively trolled,INFJ
mate recognised signature know youre get trouble blog title choice word capitalise one made laugh truth seems youve thanked post,INFJ
youre simultaneously giving advice different people one texting two online etc,INFJ
people confide ask help advice yet people would confide,INFJ
ive always feeling ive called best friend many time ive trustworthy people like people always say understand way nobody else who take care way like always take care solve thing dont feel like anymore since day decided im sort messiah help friend intimate problem im person issue like everybody else,INFJ
song,INFJ
plainjane wish post could thanked everything said soperfect,INFJ
observe stranger know intent one action wonder realize transparent friend remind youre god isnt responsibility help everybody one go along everyone else saying lol,INFJ
know youre infj youre morbidly depressed sunday cheek cheek smile monday despite fact nothing really changed wellexcept everything,INFJ
know youre infj youre sad dorito bag look half empty feel happy dorito bag look half full oh power perspective,INFJ
desktop,INFJ
break cry overload emotion,INFJ
ask havent sought degree counseling mean im already free,INFJ
faery wear boot,INFJ
best friend spin road sport sedan go gully backwards figure drive car said gully get back road figure fix side skirt torn thing mind man hope he best friend gonna ok reason arent mad maybe thats,INFJ
posted sort know infj wasnt sure place post included story put dear sticky really enjoyed reading post thanks honesty learned lot identify much thought,INFJ
know youre xnfj quote everyone else find great simplicity straight forwardness find cliche completely moment share everyone else try protect little quote point go completely head blah,INFJ
around become distressed fact cannot read,INFJ
likewise become distressed discover new person cannot immediately read much distress evolves mysteriously romantic connection,INFJ
listen song youre love meaning behind lyric,INFJ
day ago listened song hour love much edit id quite like add hour shift,INFJ
people keep saying sorry said dont apologise refreshing everyone see experience feeling thought one,INFJ
thought might intj instead infj day ago sat one night like many feeling realised im totally infj sall good,INFJ
people say lot arent gone lot havent,INFJ
maybe lot always compare life others see certain others much worse time consider weve lot,INFJ
talk loud like therapist actually make feel betteror maybe im weirdo lol,INFJ
happiness relies happiness others,INFJ
talk play little scene head complete making sort expression waving hand around pas mirror immediately shut silly must look people,INFJ
wish could withdraw far would hidden view wish could leave body run away attention start longing solitude every word hear start tearing apart spend lunch break hiding bathroom,INFJ
imagination run wild prior falling asleep,INFJ
reading comment posted already shaken sobbing deep inside yet estactically rejoicing youre alone others feel deeply constantly second guessing world think took test high school college year two ago internet meeting today short version unsure came home took longer version sure enough still infj high school infp havent year still didnt quite believe came saw many posting,INFJ
mean offense comment doesnt make sense idea jung cognitive function mbti based temperament theory dont change type inception temperament psychosocial inclination tendency eg infj infp present refer type terminology must match theory p type may strong introverted feeling infj infj always infj carl jung isabel meyers david keirsey say realize type may get confused temperament inborn get confusing e one may feel openminded social still either extrovert introvert life much infp may confused j p frankly j p dichotomy could least expressed change character part personality shaped decision environment develops basis temperament ive read carl jung original essay psychological type done much research mbtikts principle foundation theory sorry needed clear hopefully understand youre infj always always one u muahhahahahaha,INFJ
come realization friend dont care deeply care leave without word theyre actively working dont care cant decide worse,INFJ
tested high school infp im definitely infp think kind mistype likely false test result bias test taker thought flexible cool answer reflected wasnt actually flexible person least way p,INFJ
find joy event life people bothered simply undervalue,INFJ
spend inordinate amount time creating user name attempt come something symbolic witty talk ithmm pretentious silly thats finally give decide something song listening realize name symbolic songlaughing,INFJ
relate youre dinner family youre somewhat quiet beginning talk popculture topic dont find interesting enough knowledge share voice entj brother start long passionate philosophical discussion middle realize dad younger brother sensor quiet seem bored feel bad immediately try get involved conversation realize wont participate decide end disucssion brother telling others table talk something else even though kind topic find interesting talk actually eager find someone person talk kind thing take timeout order arrange thing table symmetrical clean messy table make annoyed,INFJ
course cant relate since family father entj mom isfj sister enfp brother esxp dont dinner together often kind stuff happens friend music jam friend ben infp love discus psychophysics music way appreciating magic music music much individual component brother however get absolutely offended discussing music scientifically he way typing offended discus mbti theory doesnt like idea anything predictable need careful discriminate sensor similar experience sensor friend particularly sp type extroverted sensing like spontaneity someone deep conversation focusing depth single topic discussing future possibility abstract theory get bored even offended revert back talking thing understand discussion pop culture someone say hear person say yeah continues truly relate lot love thing sensor two closest friend intp enfp play video game discus universe,INFJ
pretend sleep possibly steal moment alone time head,INFJ
lie bed staring straight forward thinking deep thought whenever family member come room youre still think youre sleeping turn light dont let know mistake feeling wormed way unwanted interaction,INFJ
absolutely,INFJ
realize profile say relationship instead married thought selected married suddenly worry read post might somehow think inauthentic due mistake especially considering among fellow looking hidden meaning everywhere infjs hate hypocrite indeed married pesky dropdown menu laughing,INFJ
unintentionally tune people sometimes saying boring something said sparked thought ran youre already obsessing something else mind start speaking,INFJ
stare star hour feel sublimely connected universe expansive infinite nature,INFJ
couldnt explain someone else conscious level connection,INFJ
say something someone attempt call go prove example working gas station winter michigan said totally cold love cold degree time like yeah go stand outside minute like shirt like could like yeah right walked outside stood mean say damnit,INFJ
realize mind work lot like tea kettle thought slowly bubbling boiling point suddenly whistling full force,INFJ
vocalizing original abstract thought conception justice turn artistic medium music painting dancing writing etc express write blog entry poem song create painting sketch sculpture never sake hope someone read inspired live potential,INFJ
realized could first one post page want even number driving crazy page get go woot,INFJ
start fixing merchandise shelf store dont even work need done dont want bother another employee look busy,INFJ
hahha thank used always straighten uporganize thing shelf store kid employee would amused confused behaviour wanted help,INFJ
youre suspicious person theyre happy first poster page say like even number mother give hug evennumbered day always lose two teeth time get dollar tooth fairy obsession even number vengeful person result always wanting get even psychoanalysis time,INFJ
ocdthough ocd occasional odd number like also microwave thing put odd time never maybe im weird good luck psychoanalyzing,INFJ
think youre really obvious making clear everyone confused dont know else explain frustrating thank sensor making fumble haha,INFJ
burst laughing something happened yesterday month ago even year ago happened,INFJ
burst laughing youre thinking something hasnt yet happened would ludicrous happen sometimes public really hard time explaining someone asks im laughing blushed,INFJ
dont much anymore leaving classroom would stall make sure last one could push chair kid didnt push,INFJ
passenger seat youre busy looking window kid tree house plant stop sign people grass car store sidewalk counting road line etc still dont know got direction wise matter many time person drive,INFJ
feel guilty card dealt life easier card dealt someone else sad feel guilty achieving defined success around struggle feel guilty feeling sad really place sad im kind point right sure get past gonna write counseling counselor thread felt important issue focused,INFJ
pain pain would stop feeding someone else cant afford even though cant give food dont starve emotion either happy,INFJ
youre shadow like youre walking around blind feel world end since see past present future,INFJ
contemplate arguing someone already know person say wont lead keep quiet,INFJ
yes always tell mother doesnt believe eventually prove im right still doesnt stop mom saying would know dont thinking result actually different word sort meaning,INFJ
youre constantly trying adjust brain fit new concept philosophy class xx good class get tiresome keep trying form new connection,INFJ
feel like cant possibly anymore room left brain store abundance thought formulate daily basis,INFJ
much prefer area study induce original thought creative conception prized eg moral development child opposed stoichiometric calculation acidbase reaction,INFJ
meet sociopath try show pure love let go feeling terrible month couldnt change self confessed cold heart,INFJ
want meet new people thing want talk usually deep small talk,INFJ
